order_id,delivery_date,order_date,order_status,seller_id,seller_name,order_amount_local_currency,customer_id,city_name,city_id
71414976,2019-02-27T21:56:07Z,2019-02-27T21:56:07Z,CONFIRMED,20181,19304362c60ba0dec2a922d85dea537e,15995.0,2498,Santiago,9
69952270,2019-02-14T14:14:41Z,2019-02-13T14:14:41Z,CONFIRMED,31178,ccea3b18c7bcc66628bb7f5a77b64a21,260.0,2710,Montevideo,8
98586546,2019-05-24T21:56:36Z,2019-05-23T21:56:36Z,CONFIRMED,46902,9659c25bb5be4b778a74947eed461c8f,288.0,2713,Montevideo,8
78403783,2019-04-22T21:48:33Z,2019-04-21T21:48:33Z,CONFIRMED,17492,8C6C80CB3EA74F018E5CB28A910C80EB,280.0,2790,Montevideo,8
66897235,2019-01-10T00:39:23Z,2019-01-09T00:39:23Z,CONFIRMED,40468,3b5b51d48c0d0e2e8d7a4976330a1753,165.0,3046,Yerba Buena,879
71978635,2019-03-06T12:42:30Z,2019-03-05T12:42:30Z,CONFIRMED,57066,99a74fa739374329877f126cf649dc0d,205.0,3514,Buenos Aires,10
96824981,2019-05-14T00:19:53Z,2019-05-13T00:19:53Z,CONFIRMED,2361,e77689390dbe8b1214e4013319d06b12,162.0,3514,Buenos Aires,10
68021741,2019-01-23T21:11:08Z,2019-01-22T21:11:08Z,CONFIRMED,62581,ceae06dadc4848c5bf54ee3343e948e1,350.0,3529,Montevideo,8
74677431,2019-03-25T10:35:41Z,2019-03-25T10:35:41Z,CONFIRMED,54917,684ae3a749534d4ba6fe12216d48779d,358.0,3529,Montevideo,8
71312112,2019-02-27T20:55:11Z,2019-02-26T20:55:11Z,CONFIRMED,3383,ba18dcde320e025ff9bfebc9e198a1f3,216.0,3663,Montevideo,8
76586812,2019-04-09T14:27:36Z,2019-04-08T14:27:36Z,CONFIRMED,30996,5d945900db46338109f86914e9b6c9d0,199.0,3682,Montevideo,8
71072715,2019-02-25T09:36:41Z,2019-02-24T09:36:41Z,CONFIRMED,53718,0bbc049fa42c472bb20e32679c35d8b5,39.0,3682,Montevideo,8
77294821,2019-04-15T11:29:55Z,2019-04-14T11:29:55Z,CONFIRMED,42670,216b282b64ae60ae588f9d9014e426de,12500.0,3860,Santiago,9
72491709,2019-03-11T13:43:35Z,2019-03-10T13:43:35Z,CONFIRMED,37750,442c5dac95903615e6c1b29dc37295d3,18300.0,3952,Santiago,9
94726286,2019-05-09T21:13:50Z,2019-05-08T21:13:50Z,CONFIRMED,56241,a56b9fae92ab4d11aa6172a0cd64cdfa,1120.0,4030,San Isidro,33
68482287,2019-01-27T21:55:44Z,2019-01-27T21:55:44Z,CONFIRMED,38503,ec6425e4f511eef288f37a4290f90ca9,305.0,4179,Buenos Aires,10
71389077,2019-02-27T20:29:46Z,2019-02-27T20:29:46Z,CONFIRMED,42371,bf3f2d0047c6e3b6840ce7c6c0ee8411,960.0,4450,Maldonado,50
72214444,2019-03-08T21:53:01Z,2019-03-07T21:53:01Z,CONFIRMED,45723,75dbd076d0924c7491a918358363ba2f,325.0,4504,Buenos Aires,10
71440746,2019-02-29T11:51:17Z,2019-02-28T11:51:17Z,CONFIRMED,26320,97806b14b0f931146a7b6e60871ab2d1,745.0,4700,Montevideo,8
92484021,2019-05-05T22:17:09Z,2019-05-04T22:17:09Z,CONFIRMED,17665,5013caf4d294718e1ad1c04e8466b803,680.0,4852,Montevideo,8
66838238,2019-01-09T13:07:39Z,2019-01-08T13:07:39Z,CONFIRMED,33942,0c04b54e5d670bef7d7e546be5b5e376,189.0,4867,La Matanza,44
73957484,2019-03-22T21:04:57Z,2019-03-21T21:04:57Z,CONFIRMED,33942,0c04b54e5d670bef7d7e546be5b5e376,308.0,4867,La Matanza,44
74305505,2019-03-23T21:39:55Z,2019-03-22T21:39:55Z,CONFIRMED,57902,7a157099df42427585dbc6ee6f8b36b9,430.0,4980,Avellaneda,135
70954780,2019-02-24T13:24:50Z,2019-02-23T13:24:50Z,CONFIRMED,17454,0102B96601F23EEB013183CF1EDB9D91,419.0,5126,Buenos Aires,10
67817506,2019-01-21T00:20:40Z,2019-01-20T00:20:40Z,CONFIRMED,65599,218d6858cd084450b072c103dc6d89ea,740.0,5191,Buenos Aires,10
76008591,2019-04-05T20:27:08Z,2019-04-04T20:27:08Z,CONFIRMED,51627,752fd1cc3cd74975b2e09cf06c263d28,765.0,5333,Buenos Aires,10
67988627,2019-01-23T14:00:00Z,2019-01-22T13:05:48Z,CONFIRMED,44652,e5c198e9ead8441eb6a567753ea44185,330.0,5338,Montevideo,8
76112776,2019-04-06T20:30:00Z,2019-04-05T18:36:11Z,CONFIRMED,68395,61253dc0daf946d090d43a0f1a6f933a,800.0,5640,Montevideo,8
72169088,2019-03-08T15:10:14Z,2019-03-07T15:10:14Z,CONFIRMED,49874,4d8f6b8656f94ae79fd3ec0fee695a7f,180.0,5677,San Isidro,33
68028979,2019-01-23T21:36:32Z,2019-01-22T21:36:32Z,CONFIRMED,6832,e3af7710ddf38a3194808e2a5e0fee2f,555.0,5863,Quilmes,57
67467986,2019-01-16T22:56:51Z,2019-01-15T22:56:51Z,CONFIRMED,4898,ba4c7b50524d7fa328f33783f5271a46,895.0,5929,Montevideo,8
75075962,2019-03-29T21:39:44Z,2019-03-28T21:39:44Z,CONFIRMED,53893,ac728119d43e458493b85cf30b96573b,580.0,5998,Montevideo,8
68197533,2019-01-25T23:40:39Z,2019-01-24T23:40:39Z,CONFIRMED,17515,2407AF0F792CFB591E21C338CDC73620,674.0,6006,Montevideo,8
77569468,2019-04-18T12:32:04Z,2019-04-16T12:32:04Z,CONFIRMED,36099,c4987aa4aa7f191c00d690584ab1a255,299.0,6054,Buenos Aires,10
71246747,2019-02-25T21:48:57Z,2019-02-25T21:48:57Z,CONFIRMED,17436,1902deccbc1a246bcb5f6f99f9339c52,550.0,6066,Buenos Aires,10
67711073,2019-01-20T22:58:28Z,2019-01-18T22:58:28Z,CONFIRMED,64582,aeff1653416f41c9a33b758fafda1dc6,320.0,6243,Montevideo,8
79703326,2019-04-23T21:51:40Z,2019-04-22T21:51:40Z,CONFIRMED,52256,95bfef2cba934e18a9497cf0b5b12d75,219.0,6243,Montevideo,8
74878867,2019-03-27T22:08:50Z,2019-03-26T22:08:50Z,CONFIRMED,18128,124e78b3206ed7bee3b636b648353a40,440.0,6243,Montevideo,8
67807483,2019-01-20T23:04:14Z,2019-01-19T23:04:14Z,CONFIRMED,52427,2b60e147504c4ae78fca171b84318513,221.0,6368,Montevideo,8
66369880,2019-01-04T14:18:40Z,2019-01-02T14:18:40Z,CANCELLED,23382,b22a05b53f77bef24ad073d1fc027757,430.0,6385,Montevideo,8
75062467,2019-03-29T21:05:16Z,2019-03-28T21:05:16Z,CONFIRMED,67877,f05a416f0f8048d4b779e4f0cf27ca21,680.0,6424,Vicente López,34
74887100,2019-03-27T22:48:11Z,2019-03-26T22:48:11Z,CONFIRMED,51930,2994513b9bf946c994ae357c1f928d02,600.0,6557,Montevideo,8
72164776,2019-03-08T14:08:18Z,2019-03-07T14:08:18Z,CONFIRMED,32388,89f2f2f2f2aa8b626fa8eead364d4d7a,190.0,6655,Buenos Aires,10
68396939,2019-01-27T23:48:18Z,2019-01-26T23:48:18Z,CONFIRMED,40636,e14de82a7245b3d3c43f65add68d3f5e,275.0,6671,Buenos Aires,10
72294770,2019-03-09T21:05:15Z,2019-03-08T21:05:15Z,CONFIRMED,45299,da3017ad0eca464e859a10a7629f5547,3180.0,6901,Montevideo,8
70917138,2019-02-23T22:31:27Z,2019-02-22T22:31:27Z,CONFIRMED,25364,be67e9dc10072313eb12c340dd3058d4,194.6,7028,Buenos Aires,10
86041939,2019-04-27T21:21:46Z,2019-04-27T21:21:46Z,CONFIRMED,30405,3953e7fcde103b242fd4682f42b35919,186.0,7060,Buenos Aires,10
72904450,2019-03-15T21:54:00Z,2019-03-14T21:54:00Z,CONFIRMED,55574,0a5d2279ebc64d92a757a99733ed45e4,400.0,7111,Montevideo,8
92636340,2019-05-06T20:55:49Z,2019-05-05T20:55:49Z,CONFIRMED,51610,cfc68b0b72d648cd9254c9cd23a3cb6d,590.0,7240,Montevideo,8
77367314,2019-04-15T20:30:00Z,2019-04-14T19:43:55Z,CONFIRMED,55574,0a5d2279ebc64d92a757a99733ed45e4,870.0,7327,Montevideo,8
75822964,2019-04-04T21:44:29Z,2019-04-02T21:44:29Z,CONFIRMED,42579,ae2e10676bfb78c2a89dca6484f3c70e,1955.0,7330,Tigre,51
66573672,2019-01-05T23:54:49Z,2019-01-04T23:54:49Z,CONFIRMED,52689,db6b849c7b8c48eba654ffff31f77f59,240.0,7346,Montevideo,8
70932233,2019-02-23T23:29:41Z,2019-02-22T23:29:41Z,CONFIRMED,46431,bb7f73ba73b2497c8813e14f1a047b46,490.0,7346,Montevideo,8
78373492,2019-04-22T20:44:44Z,2019-04-21T20:44:44Z,CONFIRMED,16800,798D1B78FE1CCE1B10ED2DBBBB92C702,710.0,7493,Montevideo,8
72949248,2019-03-16T13:49:43Z,2019-03-15T13:49:43Z,CONFIRMED,61078,49c8c4c88e7946d488e2acd163db05de,258.0,7730,Montevideo,8
71008073,2019-02-24T21:03:23Z,2019-02-23T21:03:23Z,CONFIRMED,46479,4f494b0f9ab64740a80ce44e74cec1a5,680.0,7882,Buenos Aires,10
70276928,2019-02-18T18:59:40Z,2019-02-16T18:59:40Z,CONFIRMED,18170,b13d6633fbad3d327ef11e325fb893e3,225.0,7953,Montevideo,8
70768800,2019-02-22T20:55:17Z,2019-02-21T20:55:17Z,CONFIRMED,31773,d3d8b893e76ee501e3113dc63e083aa6,379.0,7953,Montevideo,8
76576220,2019-04-09T12:48:44Z,2019-04-08T12:48:44Z,CONFIRMED,47108,5751d5caa1884955a196ee69c907464f,280.0,7997,Buenos Aires,10
69006484,2019-02-04T21:38:43Z,2019-02-02T21:38:43Z,CONFIRMED,4898,ba4c7b50524d7fa328f33783f5271a46,1135.0,8074,Montevideo,8
96395618,2019-05-11T20:44:47Z,2019-05-10T20:44:47Z,CONFIRMED,40642,97ab0787ae74569454cc766fb744af11,910.0,8118,Buenos Aires,10
70377575,2019-02-28T13:59:52Z,2019-02-17T13:59:52Z,CONFIRMED,65268,dbb0f79da0be41ed92d1a910cbc24f6a,430.0,8170,Montevideo,8
73076097,2019-03-18T00:29:16Z,2019-03-16T00:29:16Z,CONFIRMED,17905,47a0106d46160fde2c6413b19f5f48e0,280.0,8402,Montevideo,8
71784114,2019-03-04T14:11:13Z,2019-03-03T14:11:13Z,CONFIRMED,18199,197bef96bdee65896f2f0d2377665da2,965.0,8553,Montevideo,8
71136349,2019-02-25T20:49:40Z,2019-02-24T20:49:40Z,CONFIRMED,33122,c5f6a22b35536944dc7898402f5a3e12,540.0,8966,Buenos Aires,10
71229120,2019-02-25T20:40:40Z,2019-02-25T20:40:40Z,CONFIRMED,17501,EBA7D293CF05FFB32831F4FB89BCECFF,408.0,9005,Montevideo,8
68364593,2019-01-27T21:43:49Z,2019-01-26T21:43:49Z,CONFIRMED,2927,5fccddcc2468d8399ff2dafc6908cb10,610.0,9050,Montevideo,8
68875005,2019-02-04T20:36:35Z,2019-02-01T20:36:35Z,CONFIRMED,17105,A7D88FBB46E166E8C968CEF70F9A9728,212.0,9062,Montevideo,8
70765303,2019-02-22T20:44:13Z,2019-02-21T20:44:13Z,CONFIRMED,44445,3467c94cdbbf479dac6d3c66836fae9e,10200.0,9162,Santiago,9
76582229,2019-04-09T13:48:54Z,2019-04-08T13:48:54Z,CONFIRMED,327,E77CA6CB515E1BFAF2844D859E4077B2,205.0,9368,Montevideo,8
96615526,2019-05-12T22:06:28Z,2019-05-11T22:06:28Z,CONFIRMED,17989,5484674c343f5743568cf866f7e9fbe5,318.0,9628,Montevideo,8
78396328,2019-04-22T21:31:11Z,2019-04-21T21:31:11Z,CONFIRMED,48543,8d5ac346938c44dda55829fa620db5aa,510.0,9691,Montevideo,8
77333262,2019-04-15T14:43:15Z,2019-04-14T14:43:15Z,CONFIRMED,64047,96695fefddb64a228565ae41ff0ee428,11160.0,9711,Santiago,9
69414454,2019-02-08T21:13:47Z,2019-02-07T21:13:47Z,CONFIRMED,61388,c4c39281af4a46d78fd132526051fef4,21180.0,9756,Santiago,9
98305246,2019-05-22T14:39:51Z,2019-05-21T14:39:51Z,CONFIRMED,54908,3989c2305d184f6ca19a604ded6884ef,380.0,9776,Buenos Aires,10
71207180,2019-02-25T14:07:41Z,2019-02-25T14:07:41Z,REJECTED,16657,ce2ec55277adcadf1dd696f84368a096,300.0,9799,Montevideo,8
72441549,2019-03-10T22:05:04Z,2019-03-09T22:05:04Z,CONFIRMED,11539,dc5d1808f8d9196b84ea4c0556afe778,16500.0,9854,Santiago,9
76131417,2019-04-06T20:23:30Z,2019-04-05T20:23:30Z,CONFIRMED,57384,d525e5e519d048f9873649b09911fd61,3980.0,9948,Santiago,9
76342493,2019-04-07T21:38:37Z,2019-04-06T21:38:37Z,CONFIRMED,23252,efe0d286467343f3d070e86f1e8ec070,520.0,9972,Montevideo,8
96456072,2019-05-11T21:46:06Z,2019-05-10T21:46:06Z,CONFIRMED,36343,ca8a041b80712305fdad8b57a7dcc5d2,16900.0,10074,Santiago,9
68957308,2019-02-04T13:53:49Z,2019-02-02T13:53:49Z,REJECTED,66206,e822abee76cd4731a6cacdc821840bf8,29170.0,10200,Santiago,9
78332282,2019-04-22T16:08:08Z,2019-04-21T16:08:08Z,CONFIRMED,52860,1f446d576fe24e31ab2c83ef2382290d,16190.0,10226,Santiago,9
66803838,2019-01-08T21:22:31Z,2019-01-07T21:22:31Z,CONFIRMED,18163,576c5b4d371d858692914c1c2b938847,1569.0,10303,Montevideo,8
66431725,2019-01-04T12:51:40Z,2019-01-03T12:51:40Z,CONFIRMED,44723,76c5f1dc00794b4e8778dc0d1eb7300b,470.0,10523,Buenos Aires,10
68595565,2019-01-30T12:53:13Z,2019-01-29T12:53:13Z,CONFIRMED,17430,fe25ebb882a4ffbcc51f2e956f774b82,175.0,10597,Montevideo,8
71679207,2019-03-04T14:53:47Z,2019-03-02T14:53:47Z,CONFIRMED,18139,1940fd0d46535cd4bbd039d709d68087,665.0,10614,Montevideo,8
66434146,2019-01-04T13:20:44Z,2019-01-03T13:20:44Z,CONFIRMED,31287,eb1afde13efa29eb41d852eaf98cd0da,251.0,10811,Buenos Aires,10
99417182,2019-05-30T20:11:45Z,2019-05-29T20:11:45Z,CONFIRMED,17496,8179a02a86b3b7aff4a2dd4a6ba79d23,840.0,10887,Montevideo,8
72963175,2019-03-16T15:45:26Z,2019-03-15T15:45:26Z,CONFIRMED,60679,1fdc5afb4ce44d758587473c875f3c14,522.0,11003,Buenos Aires,10
74754548,2019-03-25T21:37:38Z,2019-03-25T21:37:38Z,CONFIRMED,58211,285de9a35d2240ed8ada13a5f97d0e65,380.0,11156,Lomas de Zamora,81
89060557,2019-05-04T20:30:24Z,2019-05-02T20:30:24Z,CONFIRMED,66242,553fe047f6544655b5f2fe5dd92b4c7f,300.0,11200,Buenos Aires,10
77118518,2019-04-14T01:53:21Z,2019-04-13T01:53:21Z,CONFIRMED,59191,3b49090009394164a07eba7a070ab60a,9900.0,11229,Santiago,9
67137848,2019-01-15T12:14:23Z,2019-01-12T12:14:23Z,CONFIRMED,17498,c65b15c0853c40d79cf08621ec67b49b,8990.0,11259,Santiago,9
77667168,2019-04-18T22:45:56Z,2019-04-16T22:45:56Z,CONFIRMED,28200,cc894ec62d425aaa8429844807bafc27,198.0,11301,Montevideo,8
73321646,2019-03-28T20:00:03Z,2019-03-17T20:00:03Z,CONFIRMED,22232,d920521afe254e3a3943bd7a8a9ecb1d,550.0,11490,Montevideo,8
68218625,2019-01-25T14:13:11Z,2019-01-25T14:13:11Z,CONFIRMED,66572,02c20415f9754da5a5febfda6a217149,5990.0,11536,Santiago,9
76963890,2019-04-15T10:35:56Z,2019-04-12T10:35:56Z,REJECTED,136,176AB8C042BEA7EF0D91DF0A8C92B61A,1717.0,11609,Montevideo,8
75635205,2019-04-04T14:24:51Z,2019-04-01T14:24:51Z,CONFIRMED,17515,2407AF0F792CFB591E21C338CDC73620,234.0,11669,Montevideo,8
76494965,2019-04-08T20:18:08Z,2019-04-07T20:18:08Z,CONFIRMED,59360,b5c0b4fb5c164f4fb7612480b2847aeb,545.0,11775,Montevideo,8
76592327,2019-04-09T15:30:56Z,2019-04-08T15:30:56Z,CONFIRMED,48740,4505b735148946e0bb1dce6484f1b208,775.0,12110,Montevideo,8
98736530,2019-05-25T22:12:53Z,2019-05-24T22:12:53Z,CONFIRMED,63720,9787aadf633841fdbacd8898b9cb10a3,90.0,12131,Buenos Aires,10
96362545,2019-05-11T17:01:24Z,2019-05-10T17:01:24Z,CONFIRMED,58551,5e694a5f98934db2a6e2fab77842d050,320.0,12228,Buenos Aires,10
73259015,2019-03-28T13:19:06Z,2019-03-17T13:19:06Z,CONFIRMED,55209,91165c9f5a9b4097ac0922728a9befca,727.0,12243,Montevideo,8
66900166,2019-01-10T11:40:25Z,2019-01-09T11:40:25Z,CONFIRMED,62016,47ec17f3d3f3447da762a70332d6c21a,3487.5,12297,Montevideo,8
99475660,2019-05-30T23:47:58Z,2019-05-29T23:47:58Z,CONFIRMED,46751,00d0f189e0364bd0a9d7c73b2ca89284,610.0,12353,Montevideo,8
74528762,2019-03-25T12:30:21Z,2019-03-24T12:30:21Z,REJECTED,87767,833e81204d5d420e82a73458883f67ab,8400.0,12439,Santiago,9
84149693,2019-04-25T12:32:10Z,2019-04-25T12:32:10Z,CONFIRMED,34210,1170d6c1db67074ac52633f4bb92d080,190.0,12559,Montevideo,8
68044443,2019-01-23T22:47:06Z,2019-01-22T22:47:06Z,CONFIRMED,17496,8179a02a86b3b7aff4a2dd4a6ba79d23,987.0,12654,Montevideo,8
77562489,2019-04-18T08:40:36Z,2019-04-16T08:40:36Z,CONFIRMED,65044,75c8b7654a594268939c07cd93917254,190.0,12982,Montevideo,8
72664321,2019-03-15T13:45:00Z,2019-03-12T12:52:03Z,CONFIRMED,327,E77CA6CB515E1BFAF2844D859E4077B2,205.0,12997,Montevideo,8
96476606,2019-05-12T00:15:37Z,2019-05-11T00:15:37Z,CONFIRMED,17492,8C6C80CB3EA74F018E5CB28A910C80EB,379.0,13374,Montevideo,8
66388734,2019-01-04T20:36:25Z,2019-01-02T20:36:25Z,CONFIRMED,56057,0eafa4b3305f49f4b4359c9dbcca17b0,393.33,13390,Buenos Aires,10
67288197,2019-01-14T21:08:15Z,2019-01-13T21:08:15Z,CONFIRMED,2109,7e60376c81ab1da03b2a5aa8887172f8,1048.0,13399,Montevideo,8
75118907,2019-03-30T12:35:43Z,2019-03-29T12:35:43Z,CONFIRMED,18196,d1dec17b21b18ea87a86e0f32a41b4a0,208.0,13516,Montevideo,8
66943090,2019-01-10T21:33:05Z,2019-01-09T21:33:05Z,REJECTED,51367,11917b313da047f99baf59064cae5a46,489.0,13519,Montevideo,8
69133302,2019-02-04T22:09:31Z,2019-02-03T22:09:31Z,CONFIRMED,16779,539a065a9bca5895307f7c1c998834da,335.0,13735,Montevideo,8
68100112,2019-01-24T21:35:02Z,2019-01-23T21:35:02Z,CONFIRMED,18165,abfa2092bda74ddfd5a627fe94d3ce0f,740.0,13759,Montevideo,8
76706617,2019-04-10T20:40:24Z,2019-04-09T20:40:24Z,CONFIRMED,41371,27dcb634db0a9c2bbd289da4e54d3557,210.0,13803,Montevideo,8
66323644,2019-01-04T20:53:03Z,2019-01-01T20:53:03Z,CONFIRMED,30291,db49d5599c38f540eafaaee74784db3f,15250.0,13824,Santiago,9
70440207,2019-02-28T21:32:27Z,2019-02-17T21:32:27Z,CONFIRMED,27702,283902394c0f245748061d13f3c07890,600.0,13877,Avellaneda,135
99945962,2019-06-04T23:07:41Z,2019-06-01T23:07:41Z,CONFIRMED,17044,27684829FFC2164E298E8E1424E5EE01,355.0,14080,Montevideo,8
69167731,2019-02-05T13:50:13Z,2019-02-04T13:50:13Z,CONFIRMED,35046,68e6547e94cd77a893be77d0cc1d2005,810.0,14119,Buenos Aires,10
67127994,2019-01-12T23:40:19Z,2019-01-11T23:40:19Z,CONFIRMED,59561,d8cdd752c1854c51b2b73a98e7c1abf4,387.0,14125,Buenos Aires,10
77753238,2019-04-28T20:49:41Z,2019-04-17T20:49:41Z,REJECTED,53074,1dd54807b46a40acae02ad6b009bd05e,610.0,14300,Montevideo,8
85824889,2019-04-27T19:02:48Z,2019-04-26T19:02:48Z,CONFIRMED,45145,c6d2e72584b24ccf889ff6f8c1fa6383,19600.0,14341,Santiago,9
69754657,2019-02-11T21:27:22Z,2019-02-10T21:27:22Z,CONFIRMED,41994,c2558c9140379d7a253725c755caca21,230.0,14551,Costa de Oro,724
71033886,2019-02-24T22:00:08Z,2019-02-23T22:00:08Z,CONFIRMED,17499,1B86599BBA68227B6B2EF4C9EB60A753,580.0,14632,Montevideo,8
99233688,2019-05-29T12:42:05Z,2019-05-28T12:42:05Z,CONFIRMED,46754,a33942e106544a78a2571201b9780842,99.0,14663,Montevideo,8
68582470,2019-01-29T23:29:49Z,2019-01-28T23:29:49Z,CONFIRMED,16992,9cc6f07cffc38e622b770ff6335b69fd,280.0,14663,Montevideo,8
72080743,2019-03-07T13:20:40Z,2019-03-06T13:20:40Z,CONFIRMED,13080,98c95a17429ca51a3d210e068877bf77,250.0,14745,Montevideo,8
69630673,2019-02-10T21:34:10Z,2019-02-09T21:34:10Z,CONFIRMED,39604,0a42133d5f7ef068ad995cdb0805449a,18970.0,14824,Santiago,9
71896891,2019-03-05T16:25:27Z,2019-03-04T16:25:27Z,CONFIRMED,17725,30B17F5C89DDD2F7E372DE3513053FE5,330.0,14891,Montevideo,8
82376559,2019-04-25T18:20:12Z,2019-04-24T18:20:12Z,CONFIRMED,62475,5e14d36afa9c40ebbbf9584ee665c232,33130.0,15032,Santiago,9
67319255,2019-01-14T22:46:04Z,2019-01-13T22:46:04Z,CONFIRMED,40843,7c2e2b15e8fe62a4bc421185d0765f20,300.0,15040,Buenos Aires,10
67518837,2019-01-18T21:22:58Z,2019-01-16T21:22:58Z,CONFIRMED,43586,205de10bf8064afb9c3310a057095037,46800.0,15474,Santiago,9
69025081,2019-02-04T22:28:24Z,2019-02-02T22:28:24Z,CONFIRMED,53702,f562fa19c51e437b928a35643004e215,850.0,15914,Montevideo,8
67034812,2019-01-11T23:16:05Z,2019-01-10T23:16:05Z,CONFIRMED,29474,5aa4c2b4375c13f5641ab1080f5d90cb,570.0,15934,Montevideo,8
71347410,2019-02-27T00:07:52Z,2019-02-27T00:07:52Z,CONFIRMED,45299,da3017ad0eca464e859a10a7629f5547,480.0,16103,Montevideo,8
73582406,2019-03-21T11:35:58Z,2019-03-20T11:35:58Z,CONFIRMED,65044,75c8b7654a594268939c07cd93917254,200.0,16140,Montevideo,8
66851707,2019-01-09T18:44:59Z,2019-01-08T18:44:59Z,CONFIRMED,55651,dd622064c7964e688441dd6b6ff44209,546.0,16196,Montevideo,8
69482111,2019-02-09T21:00:00Z,2019-02-08T19:36:17Z,CONFIRMED,33234,547949874e5e25062677cdb468d9cb9f,240.0,16299,Buenos Aires,10
97356687,2019-05-15T19:59:47Z,2019-05-14T19:59:47Z,CONFIRMED,17515,2407AF0F792CFB591E21C338CDC73620,470.0,16363,Montevideo,8
69253075,2019-02-06T20:23:14Z,2019-02-05T20:23:14Z,CONFIRMED,32926,140d7474f17c80376a4f38ca4206f26b,173.0,16467,Montevideo,8
72620632,2019-03-12T20:31:14Z,2019-03-11T20:31:14Z,CONFIRMED,13080,98c95a17429ca51a3d210e068877bf77,494.0,16467,Montevideo,8
72150870,2019-03-08T12:30:00Z,2019-03-07T11:25:48Z,CONFIRMED,18152,B9E91971C0C459881AF751A90A36D1AD,640.0,16771,Montevideo,8
70167965,2019-02-16T20:14:50Z,2019-02-15T20:14:50Z,CONFIRMED,46433,9092929e6b9448139000175d75904ac1,280.0,16813,Montevideo,8
98467011,2019-05-23T21:41:04Z,2019-05-22T21:41:04Z,CONFIRMED,44688,99ba0ed0501046cd8e7487ce762f9f82,490.0,17039,Montevideo,8
66835422,2019-01-09T12:33:31Z,2019-01-08T12:33:31Z,REJECTED,47041,6874563a7cec400da8897b3cf2046688,100.0,17051,Buenos Aires,10
